frame,time_s,angle_deg,leaflet_left_len,leaflet_right_len,asymmetry,tip_left_x,tip_left_y,tip_right_x,tip_right_y,base_left_x,base_left_y,base_right_x,base_right_y,angle_smooth_deg,speed_deg_s,asymmetry_smooth
183,6.106106106106107,nan,nan,nan,nan,nan,nan,nan,nan,358.0,269.0,388.0,190.0,29.860345039516687,-423.60574965476985,0.014899075264111161
184,6.139472806139473,0.08392937,383.33405,382.51013,0.002151648,60.0,454.0,61.0,454.0,364.0,284.0,388.0,190.0,1.591693077236414,-423.60574965476985,0.0019984356476925313
185,6.172839506172839,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.591693077236414,292.65589244367555,0.0019984356476925313
186,6.206206206206207,3.0994568,412.7884,413.55078,0.0018452232,676.0,46.0,686.0,66.0,296.0,254.0,315.0,202.0,21.121615829567116,450.2807582617364,0.012535116286017
187,6.239572906239573,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.640459060668945,157.6248658180609,0.017726850404869765
188,6.2729396062729395,60.18146,377.91037,365.41928,0.033608478,12.0,30.0,49.0,401.0,315.0,202.0,388.0,190.0,31.640459060668945,427.6869190692901,0.017726850404869765
189,6.306306306306307,nan,nan,nan,nan,12.0,30.0,nan,nan,309.0,218.0,nan,nan,60.181461334228516,427.6869190692901,0.03360847756266594
190,6.339673006339673,nan,nan,nan,nan,12.0,30.0,666.0,29.0,nan,nan,370.0,260.0,60.181461334228516,nan,0.03360847756266594
191,6.3730397063730395,nan,nan,nan,nan,12.0,30.0,nan,nan,335.0,207.0,369.0,260.0,nan,nan,nan
192,6.406406406406407,nan,nan,nan,nan,12.0,30.0,667.0,30.0,nan,nan,370.0,260.0,nan,nan,nan
193,6.439773106439773,nan,nan,nan,nan,12.0,30.0,675.0,46.0,365.0,271.0,nan,nan,nan,nan,nan
194,6.4731398064731405,nan,nan,nan,nan,nan,nan,675.0,46.0,nan,nan,321.0,201.0,nan,nan,nan
195,6.506506506506507,nan,nan,nan,nan,12.0,30.0,nan,nan,324.0,207.0,nan,nan,nan,nan,nan
196,6.539873206539873,nan,nan,nan,nan,nan,nan,669.0,374.0,nan,nan,388.0,192.0,134.27854919433594,nan,0.20443764328956604
197,6.5732399065732405,nan,nan,nan,nan,12.0,30.0,nan,nan,377.0,190.0,386.0,192.0,134.27854919433594,-509.4717077636718,0.20443764328956604
198,6.606606606606607,134.27855,403.3116,328.50607,0.20443764,12.0,30.0,686.0,66.0,377.0,190.0,387.0,191.0,100.27976989746094,-509.4717077636718,0.1948857307434082
199,6.639973306639973,nan,nan,nan,nan,12.0,30.0,nan,nan,nan,nan,nan,nan,100.27976989746094,391.36917961120605,0.1948857307434082
200,6.673340006673341,66.28099,378.4934,314.29486,0.18533382,12.0,30.0,56.0,410.0,288.0,223.0,359.0,267.0,126.3971659342448,332.3179155349731,0.14496435349186262
201,6.706706706706707,nan,nan,nan,nan,nan,nan,nan,nan,288.0,223.0,nan,nan,122.45647430419922,-59.051264076232975,0.1152277085930109
202,6.740073406740073,178.63196,363.80798,380.60248,0.0451216,12.0,30.0,670.0,378.0,286.0,222.0,377.0,186.0,122.45647430419922,841.7896232986449,0.1152277085930109
203,6.773440106773441,nan,nan,nan,nan,12.0,30.0,667.0,383.0,nan,nan,nan,nan,178.6319580078125,841.7896232986449,0.04512159898877144
204,6.806806806806807,nan,nan,nan,nan,12.0,30.0,nan,nan,310.0,201.0,356.0,270.0,178.6319580078125,nan,0.04512159898877144
205,6.8401735068401734,nan,nan,nan,nan,15.0,30.0,50.0,401.0,310.0,201.0,nan,nan,nan,nan,nan
206,6.873540206873541,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,285.0,223.0,nan,nan,nan
207,6.906906906906907,nan,nan,nan,nan,12.0,30.0,49.0,401.0,353.0,268.0,nan,nan,nan,nan,nan
208,6.9402736069402735,nan,nan,nan,nan,12.0,30.0,56.0,410.0,nan,nan,372.0,247.0,nan,nan,nan
209,6.973640306973641,nan,nan,nan,nan,12.0,30.0,nan,nan,372.0,245.0,377.0,236.0,nan,nan,nan
210,7.007007007007007,nan,nan,nan,nan,nan,nan,667.0,373.0,372.0,247.0,372.0,248.0,nan,nan,nan
211,7.040373707040374,nan,nan,nan,nan,670.0,371.0,nan,nan,nan,nan,371.0,234.0,nan,nan,nan
212,7.073740407073741,nan,nan,nan,nan,nan,nan,668.0,373.0,353.0,268.0,nan,nan,nan,nan,nan
213,7.107107107107107,nan,nan,nan,nan,12.0,30.0,nan,nan,355.0,271.0,377.0,295.0,nan,nan,nan
214,7.140473807140474,nan,nan,nan,nan,12.0,30.0,671.0,374.0,nan,nan,nan,nan,nan,nan,nan
215,7.173840507173841,nan,nan,nan,nan,12.0,30.0,nan,nan,355.0,269.0,387.0,234.0,nan,nan,nan
216,7.207207207207207,nan,nan,nan,nan,12.0,30.0,26.0,28.0,356.0,269.0,nan,nan,nan,nan,nan
217,7.240573907240575,nan,nan,nan,nan,12.0,30.0,nan,nan,nan,nan,284.0,201.0,nan,nan,nan
218,7.273940607273941,nan,nan,nan,nan,nan,nan,657.0,393.0,284.0,201.0,289.0,220.0,nan,nan,nan
219,7.307307307307307,nan,nan,nan,nan,12.0,30.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
220,7.340674007340675,nan,nan,nan,nan,nan,nan,668.0,374.0,284.0,201.0,291.0,220.0,nan,nan,nan
221,7.374040707374041,nan,nan,nan,nan,12.0,30.0,nan,nan,284.0,201.0,nan,nan,nan,nan,nan
222,7.407407407407407,nan,nan,nan,nan,12.0,30.0,27.0,29.0,nan,nan,407.0,225.0,nan,nan,nan
223,7.440774107440775,nan,nan,nan,nan,nan,nan,nan,nan,329.0,217.0,nan,nan,1.0409865379333496,nan,0.009744539856910706
224,7.474140807474141,nan,nan,nan,nan,686.0,60.0,686.0,51.0,nan,nan,347.0,269.0,1.0409865379333496,0.0,0.009744539856910706
225,7.5075075075075075,1.0409865,386.24377,390.02597,0.00974454,686.0,59.0,686.0,51.0,335.0,216.0,353.0,261.0,1.0409865379333496,0.0,0.009744539856910706
226,7.540874207540875,nan,nan,nan,nan,686.0,60.0,686.0,59.0,318.0,208.0,nan,nan,1.0409865379333496,0.0,0.009744539856910706
227,7.574240907574241,nan,nan,nan,nan,686.0,60.0,686.0,51.0,nan,nan,344.0,269.0,1.0409865379333496,nan,0.009744539856910706
228,7.607607607607608,nan,nan,nan,nan,nan,nan,nan,nan,354.0,219.0,nan,nan,nan,nan,nan
229,7.640974307640975,nan,nan,nan,nan,12.0,30.0,49.0,445.0,nan,nan,350.0,268.0,nan,nan,nan
230,7.674341007674341,nan,nan,nan,nan,nan,nan,nan,nan,356.0,197.0,357.0,258.0,nan,nan,nan
231,7.707707707707708,nan,nan,nan,nan,11.0,37.0,49.0,445.0,nan,nan,nan,nan,nan,nan,nan
232,7.741074407741075,nan,nan,nan,nan,nan,nan,60.0,454.0,273.0,250.0,345.0,268.0,63.84953308105469,nan,0.09476061910390854
233,7.774441107774441,nan,nan,nan,nan,12.0,30.0,50.0,452.0,nan,nan,356.0,257.0,63.84953308105469,0.0,0.09476061910390854
234,7.807807807807808,63.849533,411.428,374.2045,0.09476062,12.0,30.0,49.0,445.0,363.0,243.0,365.0,243.0,63.84953308105469,0.0,0.09476061910390854
235,7.841174507841175,nan,nan,nan,nan,nan,nan,nan,nan,355.0,258.0,nan,nan,63.84953308105469,0.0,0.09476061910390854
236,7.874541207874541,nan,nan,nan,nan,686.0,46.0,686.0,45.0,nan,nan,360.0,223.0,63.84953308105469,nan,0.09476061910390854
237,7.907907907907909,nan,nan,nan,nan,nan,nan,nan,nan,364.0,251.0,nan,nan,nan,nan,nan
238,7.941274607941275,nan,nan,nan,nan,675.0,46.0,686.0,65.0,nan,nan,366.0,243.0,nan,nan,nan
239,7.974641307974641,nan,nan,nan,nan,667.0,28.0,686.0,65.0,289.0,241.0,nan,nan,nan,nan,nan
240,8.008008008008009,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,361.0,196.0,nan,nan,nan
241,8.041374708041374,nan,nan,nan,nan,675.0,46.0,686.0,65.0,283.0,240.0,nan,nan,nan,nan,nan
242,8.074741408074741,nan,nan,nan,nan,675.0,46.0,686.0,63.0,nan,nan,359.0,258.0,nan,nan,nan
243,8.108108108108109,nan,nan,nan,nan,nan,nan,686.0,63.0,356.0,256.0,362.0,258.0,nan,nan,nan
244,8.141474808141474,nan,nan,nan,nan,679.0,48.0,686.0,63.0,nan,nan,nan,nan,nan,nan,nan
245,8.174841508174842,nan,nan,nan,nan,nan,nan,686.0,63.0,318.0,214.0,361.0,259.0,60.269142150878906,nan,0.17156018316745758
246,8.208208208208209,nan,nan,nan,nan,12.0,30.0,nan,nan,nan,nan,360.0,261.0,60.269142150878906,0.0,0.17156018316745758
247,8.241574908241574,60.269142,421.98874,355.31183,0.17156018,12.0,30.0,46.0,423.0,361.0,258.0,366.0,269.0,60.269142150878906,0.0,0.17156018316745758
248,8.274941608274942,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,360.0,261.0,60.269142150878906,0.0,0.17156018316745758
249,8.308308308308309,nan,nan,nan,nan,660.0,388.0,686.0,63.0,339.0,209.0,nan,nan,60.269142150878906,28.347878780364987,0.17156018316745758
250,8.341675008341676,nan,nan,nan,nan,nan,nan,686.0,63.0,329.0,213.0,339.0,209.0,62.160892486572266,28.347878780364987,0.1518884152173996
251,8.375041708375042,nan,nan,nan,nan,12.0,30.0,nan,nan,nan,nan,nan,nan,62.160892486572266,0.0,0.1518884152173996
252,8.408408408408409,62.160892,415.05963,356.46667,0.15188842,12.0,30.0,46.0,430.0,358.0,259.0,359.0,258.0,62.160892486572266,0.0,0.1518884152173996
253,8.441775108441776,nan,nan,nan,nan,12.0,30.0,47.0,425.0,nan,nan,nan,nan,62.160892486572266,404.9451534175872,0.1518884152173996
254,8.475141808475142,nan,nan,nan,nan,12.0,30.0,nan,nan,353.0,218.0,369.0,234.0,89.18425941467285,809.8903068351744,0.13354383781552315
255,8.508508508508509,nan,nan,nan,nan,12.0,30.0,675.0,46.0,nan,nan,370.0,236.0,116.20762634277344,404.9451534175872,0.1151992604136467
256,8.541875208541876,116.20763,412.8014,367.8369,0.11519926,12.0,30.0,675.0,46.0,363.0,245.0,367.0,243.0,116.20762634277344,0.0,0.1151992604136467
257,8.575241908575242,nan,nan,nan,nan,nan,nan,675.0,46.0,361.0,250.0,364.0,245.0,116.20762634277344,0.0,0.1151992604136467
258,8.608608608608609,nan,nan,nan,nan,12.0,30.0,nan,nan,nan,nan,369.0,238.0,116.20762634277344,nan,0.1151992604136467
259,8.641975308641976,nan,nan,nan,nan,nan,nan,675.0,46.0,369.0,231.0,370.0,236.0,nan,nan,nan
260,8.675342008675342,nan,nan,nan,nan,666.0,377.0,nan,nan,369.0,231.0,370.0,236.0,nan,nan,nan
261,8.70870870870871,nan,nan,nan,nan,nan,nan,675.0,46.0,nan,nan,nan,nan,nan,nan,nan
262,8.742075408742076,nan,nan,nan,nan,12.0,30.0,nan,nan,348.0,187.0,369.0,234.0,nan,nan,nan
263,8.775442108775442,nan,nan,nan,nan,12.0,30.0,664.0,28.0,nan,nan,367.0,235.0,nan,nan,nan
264,8.80880880880881,nan,nan,nan,nan,12.0,30.0,nan,nan,352.0,265.0,366.0,234.0,nan,nan,nan
265,8.842175508842177,nan,nan,nan,nan,15.0,32.0,52.0,450.0,nan,nan,367.0,240.0,nan,nan,nan
266,8.875542208875542,nan,nan,nan,nan,nan,nan,nan,nan,348.0,260.0,nan,nan,nan,nan,nan
267,8.90890890890891,nan,nan,nan,nan,660.0,28.0,675.0,46.0,nan,nan,348.0,261.0,nan,nan,nan
268,8.942275608942277,nan,nan,nan,nan,671.0,29.0,686.0,60.0,289.0,294.0,nan,nan,nan,nan,nan
269,8.975642308975642,nan,nan,nan,nan,662.0,23.0,686.0,60.0,nan,nan,348.0,222.0,nan,nan,nan
270,9.00900900900901,nan,nan,nan,nan,nan,nan,676.0,46.0,337.0,266.0,345.0,222.0,nan,nan,nan
271,9.042375709042377,nan,nan,nan,nan,671.0,45.0,675.0,46.0,nan,nan,nan,nan,nan,nan,nan
272,9.075742409075742,nan,nan,nan,nan,nan,nan,675.0,46.0,319.0,208.0,334.0,266.0,nan,nan,nan
273,9.10910910910911,nan,nan,nan,nan,12.0,30.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
274,9.142475809142477,nan,nan,nan,nan,nan,nan,686.0,60.0,304.0,299.0,322.0,300.0,120.56123352050781,nan,0.07321545481681824
275,9.175842509175842,nan,nan,nan,nan,12.0,30.0,nan,nan,nan,nan,nan,nan,120.56123352050781,0.0,0.07321545481681824
276,9.20920920920921,120.56123,395.11423,367.20737,0.073215455,12.0,30.0,674.0,46.0,345.0,219.0,364.0,235.0,120.56123352050781,-869.4340941381454,0.07321545481681824
277,9.242575909242577,nan,nan,nan,nan,12.0,30.0,nan,nan,348.0,219.0,366.0,234.0,62.540940284729004,-869.4340941381454,0.03765157063025981
278,9.275942609275942,nan,nan,nan,nan,nan,nan,686.0,47.0,348.0,219.0,366.0,234.0,62.540940284729004,-893.4719620898364,0.03765157063025981
279,9.30930930930931,4.520647,369.0962,369.86755,0.0020876864,662.0,23.0,677.0,48.0,344.0,214.0,352.0,220.0,2.9165183901786804,-901.4341322278975,0.005119179026223719
280,9.342676009342677,nan,nan,nan,nan,nan,nan,nan,nan,344.0,214.0,345.0,217.0,2.3851757049560547,-7.962170138061046,0.0132717692758888
281,9.376042709376042,1.3123897,380.74466,377.65393,0.008150672,12.0,30.0,19.0,24.0,344.0,214.0,345.0,217.0,2.3851757049560547,-16.000019044876097,0.0132717692758888
282,9.40940940940941,1.3224903,382.54184,371.3923,0.02957695,12.0,30.0,26.0,28.0,344.0,214.0,348.0,219.0,1.3174400329589844,576.3648440265655,0.018863810691982508
283,9.442776109442777,nan,nan,nan,nan,12.0,30.0,nan,nan,356.0,222.0,nan,nan,40.84796142578125,888.5851339915394,0.027413325073818367
284,9.476142809476142,nan,nan,nan,nan,12.0,30.0,666.0,29.0,nan,nan,355.0,223.0,60.61574727296829,312.2402551192045,0.03704465180635452
285,9.50950950950951,119.909004,386.13632,369.3227,0.044512354,12.0,30.0,666.0,29.0,344.0,214.0,354.0,223.0,61.68481528759003,16.01998419910669,0.022336615089443512
286,9.542876209542877,nan,nan,nan,nan,nan,nan,672.0,46.0,nan,nan,344.0,214.0,61.68481528759003,281.0632176107168,0.022336615089443512
287,9.576242909576242,3.4606264,386.25186,386.18973,0.00016087634,665.0,28.0,677.0,48.0,337.0,261.0,344.0,214.0,80.44111943244934,297.97599066674707,0.04256432865319463
288,9.60960960960961,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,81.56976628303528,16.91277305603027,0.04067890459555201
289,9.642976309642977,117.95373,397.90482,366.18744,0.083019756,12.0,30.0,667.0,30.0,356.0,225.0,360.0,228.0,81.56976628303528,582.4860372340678,0.04067890459555201
290,9.676343009676343,123.294945,384.09537,369.45535,0.03885608,12.0,30.0,675.0,46.0,347.0,215.0,348.0,219.0,120.4410400390625,582.4860372340678,0.07400610049565633
291,9.70970970970971,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,358.0,227.0,120.4410400390625,18.636187534332272,0.07400610049565633
292,9.743076409743077,120.07445,401.7487,363.435,0.100142464,12.0,30.0,675.0,46.0,361.0,228.0,361.0,230.0,121.68469619750977,-5.493387222290038,0.06949927285313606
293,9.776443109776443,nan,nan,nan,nan,12.0,30.0,nan,nan,356.0,239.0,358.0,227.0,120.07444763183594,-24.12957475662231,0.1001424640417099
294,9.80980980980981,nan,nan,nan,nan,12.0,30.0,667.0,30.0,nan,nan,353.0,241.0,120.07444763183594,nan,0.1001424640417099
295,9.843176509843177,nan,nan,nan,nan,nan,nan,nan,nan,355.0,238.0,nan,nan,nan,nan,nan
296,9.876543209876544,nan,nan,nan,nan,668.0,51.0,676.0,45.0,nan,nan,369.0,181.0,nan,nan,nan
297,9.90990990990991,nan,nan,nan,nan,671.0,45.0,676.0,46.0,341.0,251.0,nan,nan,nan,nan,nan
298,9.943276609943277,nan,nan,nan,nan,nan,nan,667.0,30.0,345.0,251.0,363.0,319.0,1.2572548389434814,nan,0.029613446444272995
299,9.976643309976645,nan,nan,nan,nan,12.0,30.0,nan,nan,349.0,243.0,nan,nan,1.2572548389434814,0.0,0.029613446444272995
300,10.01001001001001,1.2572548,389.38733,378.02448,0.029613446,12.0,30.0,26.0,28.0,344.0,244.0,369.0,179.0,1.2572548389434814,-0.11026610076427458,0.029613446444272995
301,10.043376710043377,nan,nan,nan,nan,12.0,30.0,nan,nan,339.0,240.0,nan,nan,1.2498964071273804,-0.11026610076427458,0.029552390798926353
302,10.076743410076745,nan,nan,nan,nan,12.0,30.0,26.0,28.0,nan,nan,370.0,181.0,1.2498964071273804,926.4252909654377,0.029552390798926353
303,10.11011011011011,1.242538,392.044,380.65012,0.029491335,12.0,30.0,26.0,28.0,346.0,240.0,373.0,183.0,63.07340598106384,926.4252909654377,0.054161593317985535
304,10.143476810143477,nan,nan,nan,nan,12.0,30.0,nan,nan,342.0,237.0,nan,nan,63.07340598106384,0.0,0.054161593317985535
305,10.176843510176845,124.904274,389.82977,360.26413,0.07883185,12.0,30.0,677.0,46.0,342.0,239.0,372.0,184.0,63.07340598106384,926.535557066202,0.054161593317985535
306,10.21021021021021,nan,nan,nan,nan,12.0,30.0,nan,nan,342.0,239.0,373.0,183.0,124.9042739868164,926.535557066202,0.07883185148239136
307,10.243576910243577,nan,nan,nan,nan,nan,nan,673.0,45.0,342.0,237.0,nan,nan,124.9042739868164,nan,0.07883185148239136
308,10.276943610276945,nan,nan,nan,nan,12.0,30.0,nan,nan,342.0,237.0,345.0,240.0,nan,nan,nan
309,10.31031031031031,nan,nan,nan,nan,nan,nan,673.0,45.0,346.0,240.0,nan,nan,nan,nan,nan
310,10.343677010343677,nan,nan,nan,nan,657.0,387.0,668.0,28.0,nan,nan,346.0,240.0,nan,nan,nan
311,10.377043710377045,nan,nan,nan,nan,nan,nan,nan,nan,337.0,188.0,340.0,236.0,nan,nan,nan
312,10.41041041041041,nan,nan,nan,nan,12.0,30.0,669.0,388.0,nan,nan,341.0,240.0,1.8641414642333984,nan,0.00191978900693357
313,10.443777110443778,nan,nan,nan,nan,nan,nan,nan,nan,337.0,236.0,342.0,240.0,1.8641414642333984,430.7890108251571,0.00191978900693357
314,10.477143810477145,1.8641415,332.23373,331.59653,0.001919789,50.0,401.0,56.0,410.0,337.0,236.0,342.0,240.0,30.612156867980957,430.7890108251571,0.010701304185204208
315,10.51051051051051,nan,nan,nan,nan,nan,nan,49.0,401.0,nan,nan,nan,nan,30.612156867980957,143.5484341478347,0.010701304185204208
316,10.543877210543878,59.360172,395.79825,388.16138,0.01948282,12.0,30.0,43.0,417.0,363.0,225.0,372.0,183.0,40.19163195292155,430.7171566343307,0.03215452400036156
317,10.577243910577245,nan,nan,nan,nan,12.0,30.0,56.0,410.0,nan,nan,nan,nan,59.355377197265625,287.168722486496,0.04727189149707556
318,10.61061061061061,59.350582,389.82977,361.62723,0.07506096,12.0,30.0,49.0,401.0,342.0,240.0,372.0,183.0,59.355377197265625,-0.071854190826416,0.04727189149707556
319,10.643977310643978,nan,nan,nan,nan,12.0,30.0,56.0,410.0,342.0,237.0,nan,nan,59.350582122802734,-0.071854190826416,0.07506096363067627
320,10.677344010677345,nan,nan,nan,nan,12.0,30.0,nan,nan,342.0,241.0,343.0,303.0,59.350582122802734,nan,0.07506096363067627
321,10.71071071071071,nan,nan,nan,nan,12.0,30.0,71.0,30.0,nan,nan,nan,nan,nan,nan,nan
322,10.744077410744078,nan,nan,nan,nan,12.0,30.0,nan,nan,360.0,225.0,369.0,275.0,nan,nan,nan
323,10.777444110777445,nan,nan,nan,nan,12.0,30.0,686.0,66.0,nan,nan,nan,nan,nan,nan,nan
324,10.81081081081081,nan,nan,nan,nan,12.0,30.0,nan,nan,344.0,218.0,398.0,225.0,61.602333068847656,nan,0.1307501494884491
325,10.844177510844178,nan,nan,nan,nan,nan,nan,46.0,421.0,342.0,237.0,nan,nan,61.602333068847656,0.0,0.1307501494884491
326,10.877544210877545,61.602333,395.57712,347.02917,0.13075015,12.0,30.0,56.0,410.0,342.0,235.0,364.0,226.0,61.602333068847656,0.0,0.1307501494884491
327,10.91091091091091,nan,nan,nan,nan,12.0,30.0,nan,nan,337.0,236.0,nan,nan,61.602333068847656,0.0,0.1307501494884491
328,10.944277610944278,nan,nan,nan,nan,nan,nan,686.0,51.0,341.0,234.0,367.0,180.0,61.602333068847656,nan,0.1307501494884491
329,10.977644310977645,nan,nan,nan,nan,12.0,30.0,nan,nan,341.0,234.0,nan,nan,nan,nan,nan
330,11.01101101101101,nan,nan,nan,nan,nan,nan,52.0,445.0,341.0,234.0,370.0,185.0,nan,nan,nan
331,11.044377711044378,nan,nan,nan,nan,670.0,371.0,nan,nan,337.0,234.0,nan,nan,119.88202667236328,nan,0.004105392377823591
332,11.077744411077745,nan,nan,nan,nan,nan,nan,686.0,51.0,337.0,232.0,346.0,238.0,119.36318969726562,-12.318716011047433,0.011452462291345
333,11.11111111111111,119.88203,388.75473,390.354,0.0041053924,12.0,30.0,686.0,51.0,340.0,232.0,344.0,239.0,119.05995686848958,-7.287941350936888,0.016013840679079294
334,11.144477811144478,118.84435,387.85693,395.21765,0.018799532,12.0,30.0,686.0,46.0,337.0,234.0,343.0,240.0,118.87684059143066,-2.743997411727834,0.018599848146550357
335,11.177844511177845,118.45349,387.3945,397.25623,0.025136597,12.0,30.0,686.0,46.0,337.0,236.0,340.0,241.0,118.87684059143066,-5.020904474258423,0.018599848146550357
336,11.21121121121121,118.32749,387.3945,397.74176,0.02635787,12.0,30.0,686.0,45.0,337.0,236.0,340.0,241.0,118.54177856445312,-7.287941350936888,0.023431333402792614
337,11.244577911244578,nan,nan,nan,nan,nan,nan,686.0,45.0,340.0,236.0,343.0,242.0,118.3904914855957,-3.2110877609252926,0.025747234001755714
338,11.277944611277945,nan,nan,nan,nan,12.0,30.0,nan,nan,337.0,238.0,343.0,242.0,118.3274917602539,nan,0.026357870548963547
339,11.311311311311313,nan,nan,nan,nan,12.0,30.0,686.0,52.0,341.0,242.0,nan,nan,nan,nan,nan
340,11.344678011344678,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,372.0,181.0,nan,nan,nan
341,11.378044711378045,nan,nan,nan,nan,686.0,53.0,686.0,52.0,342.0,216.0,nan,nan,nan,nan,nan
342,11.411411411411413,nan,nan,nan,nan,nan,nan,nan,nan,342.0,216.0,367.0,227.0,nan,nan,nan
343,11.444778111444778,nan,nan,nan,nan,12.0,30.0,671.0,29.0,nan,nan,nan,nan,nan,nan,nan
344,11.478144811478145,nan,nan,nan,nan,12.0,30.0,nan,nan,342.0,244.0,412.0,209.0,nan,nan,nan
345,11.511511511511513,nan,nan,nan,nan,12.0,30.0,662.0,23.0,nan,nan,nan,nan,nan,nan,nan
346,11.544878211544878,nan,nan,nan,nan,nan,nan,nan,nan,289.0,255.0,336.0,246.0,nan,nan,nan
347,11.578244911578246,nan,nan,nan,nan,12.0,30.0,50.0,429.0,nan,nan,339.0,247.0,nan,nan,nan
348,11.611611611611613,nan,nan,nan,nan,12.0,30.0,nan,nan,339.0,247.0,nan,nan,0.7393990755081177,nan,0.008641988970339298
349,11.644978311644978,nan,nan,nan,nan,nan,nan,686.0,61.0,nan,nan,328.0,246.0,0.7393990755081177,0.6196776406466961,0.008641988970339298
350,11.678345011678346,0.7393991,430.09445,433.82745,0.008641989,670.0,45.0,676.0,48.0,268.0,274.0,327.0,246.0,0.7807522714138031,0.6196776406466961,0.017827441450208426
351,11.711711711711713,nan,nan,nan,nan,670.0,45.0,676.0,48.0,nan,nan,329.0,243.0,0.7807522714138031,6.8204766122996805,0.017827441450208426
352,11.745078411745078,0.82210547,387.03522,397.6333,0.027012894,664.0,48.0,676.0,48.0,316.0,218.0,331.0,246.0,1.2359058658281963,10.540553738772868,0.014164514684428772
353,11.778445111778446,nan,nan,nan,nan,676.0,48.0,686.0,61.0,nan,nan,336.0,246.0,1.4841592609882355,8.221368804574011,0.016925777541473508
354,11.811811811811813,2.146213,429.2974,432.2433,0.006838661,676.0,48.0,686.0,61.0,260.0,258.0,336.0,245.0,1.7845457593599956,11.712375566214321,0.013091471046209335
355,11.845178511845178,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.265765905380249,-3.436235745102169,0.006130759604275227
356,11.878545211878546,2.3853188,428.25955,430.58826,0.005422858,676.0,48.0,686.0,63.0,252.0,251.0,340.0,240.0,1.5552340646584828,-15.075229715779422,0.004438406904228032
357,11.911911911911913,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,341.0,240.0,1.259744569659233,849.474289433956,0.003238279779907316
358,11.945278611945279,0.13417038,392.49237,392.90616,0.0010537015,686.0,62.0,686.0,61.0,318.0,209.0,339.0,239.0,58.24354166785876,1272.419934682846,0.007847377681173384
359,11.978645311978646,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,342.0,238.0,86.17265312373638,418.51773516632613,0.009059637493919581
360,12.012012012012013,172.21114,387.16727,380.61594,0.017065573,12.0,30.0,686.0,394.0,337.0,234.0,342.0,239.0,86.17265312373638,9.569580085650085,0.009059637493919581
361,12.045378712045379,nan,nan,nan,nan,12.0,30.0,nan,nan,337.0,234.0,342.0,236.0,86.81126374006271,9.569580085650085,0.02168446872383356
362,12.078745412078746,nan,nan,nan,nan,12.0,30.0,27.0,29.0,nan,nan,342.0,237.0,86.81126374006271,-840.9970549964904,0.02168446872383356
363,12.112112112112113,1.4113916,397.60312,387.28058,0.026303364,12.0,30.0,26.0,28.0,332.0,270.0,349.0,238.0,30.688670814037323,-840.9970549964904,0.055879867635667324
364,12.145478812145479,nan,nan,nan,nan,12.0,30.0,nan,nan,nan,nan,nan,nan,30.688670814037323,0.0,0.055879867635667324
365,12.178845512178846,59.96595,400.81946,367.97046,0.08545637,12.0,30.0,43.0,414.0,357.0,232.0,364.0,224.0,30.688670814037323,426.6067955616116,0.055879867635667324
366,12.212212212212213,nan,nan,nan,nan,12.0,30.0,43.0,414.0,339.0,236.0,nan,nan,59.1575927734375,426.6067955616116,0.08945862576365471
367,12.245578912245579,nan,nan,nan,nan,12.0,30.0,nan,nan,nan,nan,387.0,223.0,59.1575927734375,13.333811273574828,0.08945862576365471
368,12.278945612278946,58.349236,411.19492,374.47998,0.09346088,12.0,30.0,44.0,413.0,349.0,238.0,393.0,223.0,60.04740333557129,13.333811273574828,0.08958783745765686
369,12.312312312312313,nan,nan,nan,nan,12.0,30.0,44.0,420.0,342.0,236.0,nan,nan,60.04740333557129,-279.38904866695407,0.08958783745765686
370,12.345679012345679,61.74557,396.61853,364.01956,0.085714795,12.0,30.0,44.0,420.0,342.0,237.0,367.0,223.0,41.402822176615395,-406.36005075216286,0.0912210966149966
371,12.379045712379046,nan,nan,nan,nan,12.0,30.0,nan,nan,342.0,233.0,nan,nan,32.92961549758911,-126.97100208520884,0.0901012048125267
372,12.412412412412413,4.11366,432.7176,393.67563,0.094487615,12.0,30.0,61.0,31.0,346.0,234.0,375.0,339.0,32.92961549758911,-431.8070952486991,0.0901012048125267
373,12.445779112445779,nan,nan,nan,nan,12.0,30.0,nan,nan,346.0,236.0,nan,nan,4.113659858703613,-431.8070952486991,0.09448761492967606
374,12.479145812479146,nan,nan,nan,nan,12.0,30.0,44.0,421.0,nan,nan,349.0,234.0,4.113659858703613,40.22532793521881,0.09448761492967606
