frame,time_s,angle_deg,leaflet_left_len,leaflet_right_len,asymmetry,tip_left_x,tip_left_y,tip_right_x,tip_right_y,base_left_x,base_left_y,base_right_x,base_right_y,angle_smooth_deg,angle_plot_deg,speed_deg_s,asymmetry_smooth,asymmetry_plot
313,10.443777110443778,nan,141.86701519380748,100.33070317704346,0.34299507275426927,186.0,274.0,370.0,276.0,256.0,342.0,353.0,362.0,nan,nan,nan,0.21914807645922685,0.21914807645922685
314,10.477143810477145,nan,nan,nan,nan,nan,nan,370.0,276.0,nan,nan,353.0,360.0,nan,nan,nan,nan,0.2667105962646579
315,10.51051051051051,nan,140.61649974309557,101.31633629380802,0.3248849068449133,186.0,274.0,370.0,276.0,256.0,342.0,350.0,362.0,nan,nan,nan,0.31427311607008895,0.30206677202258814
316,10.543877210543878,nan,140.61649974309557,101.53324578678651,0.32280235414483277,186.0,274.0,368.0,274.0,256.0,342.0,350.0,362.0,nan,nan,nan,0.32280235414483277,0.30206677202258814
317,10.577243910577245,nan,nan,nan,nan,nan,nan,370.0,274.0,256.0,342.0,350.0,362.0,nan,nan,nan,nan,0.3032924740135071
318,10.61061061061061,nan,97.082439194738,102.82509421342633,0.05745311265447079,248.0,272.0,370.0,274.0,256.0,342.0,350.0,362.0,nan,nan,nan,0.32280235414483277,0.3032924740135071
319,10.643977310643978,nan,nan,nan,nan,nan,nan,368.0,274.0,258.0,342.0,350.0,362.0,nan,nan,nan,nan,0.3032924740135071
320,10.677344010677345,nan,140.61649974309557,103.32473082471591,0.30574387799534514,186.0,274.0,373.0,276.0,256.0,342.0,350.0,362.0,nan,nan,nan,0.31427311607008895,0.3032924740135071
321,10.71071071071071,nan,143.25239963086133,100.73355945264716,0.34853513979188744,186.0,274.0,368.0,274.0,258.0,342.0,353.0,364.0,nan,nan,nan,0.30574387799534514,0.3032924740135071
322,10.744077410744078,nan,nan,nan,nan,nan,nan,368.0,274.0,253.0,340.0,353.0,362.0,nan,nan,nan,nan,0.3032924740135071
323,10.777444110777445,nan,nan,nan,nan,183.0,276.0,370.0,276.0,258.0,342.0,nan,nan,nan,nan,nan,nan,0.3032924740135071
324,10.81081081081081,nan,140.98226838861686,99.82484660644363,0.34182895121697265,183.0,276.0,370.0,276.0,253.0,340.0,353.0,360.0,nan,nan,nan,0.30206677202258814,0.3032924740135071
325,10.844177510844178,nan,137.71437833429013,101.573864748763,0.30206677202258814,186.0,276.0,370.0,276.0,248.0,340.0,355.0,362.0,nan,nan,nan,0.30206677202258814,0.3032924740135071
326,10.877544210877545,nan,137.71437833429013,101.573864748763,0.30206677202258814,186.0,276.0,370.0,276.0,248.0,340.0,355.0,362.0,nan,nan,nan,0.3039053250089666,0.3029860485157774
327,10.91091091091091,nan,133.86280289908768,103.72680463602453,0.25368111489143735,191.0,274.0,370.0,274.0,248.0,340.0,353.0,362.0,nan,nan,nan,0.3039053250089666,0.30206677202258814
328,10.944277610944278,nan,nan,nan,nan,nan,nan,368.0,274.0,nan,nan,355.0,360.0,nan,nan,nan,nan,0.30206677202258814
329,10.977644310977645,nan,101.85406226557681,92.71057113404059,0.09398924122819746,248.0,271.0,368.0,274.0,277.0,340.0,350.0,358.0,nan,nan,nan,0.30206677202258814,0.30206677202258814
330,11.01101101101101,nan,nan,nan,nan,nan,nan,370.0,274.0,277.0,340.0,350.0,358.0,nan,nan,nan,nan,0.28997035773980046
331,11.044377711044378,nan,148.18906842274163,93.00537618869137,0.4575867601175625,189.0,271.0,370.0,274.0,277.0,340.0,353.0,358.0,nan,nan,nan,0.2778739434570128,0.2778739434570128
332,11.077744411077745,nan,nan,nan,nan,191.0,271.0,370.0,274.0,280.0,340.0,nan,nan,nan,nan,nan,nan,0.26724839754536855
333,11.11111111111111,nan,nan,nan,nan,nan,nan,368.0,274.0,278.0,339.0,339.0,357.0,nan,nan,nan,nan,0.2566228516337244
334,11.144477811144478,nan,nan,nan,nan,186.0,272.0,368.0,274.0,280.0,340.0,nan,nan,nan,nan,nan,nan,0.24599730572208017
335,11.177844511177845,nan,nan,nan,nan,nan,nan,368.0,276.0,nan,nan,272.0,429.0,nan,nan,nan,nan,0.23797082241148132
336,11.21121121121121,35.70851391476009,155.46382215808282,200.124960961895,0.25119543092417085,248.0,274.0,365.0,276.0,199.0,429.0,273.0,429.0,35.70851391476009,39.03600079906431,14.958717288389455,0.2247462138987918,0.23537175981043598
337,11.244577911244578,nan,nan,nan,nan,250.0,274.0,nan,nan,nan,nan,nan,nan,35.70851391476009,39.53512383170994,14.958717288389561,nan,0.23135851815513656
338,11.277944611277945,59.70219366684583,98.71676655968832,78.77182237323191,0.2247462138987918,248.0,274.0,338.0,276.0,283.0,342.0,339.0,358.0,35.70851391476009,40.03424686435557,14.958717288389668,0.23797082241148132,0.2247462138987918
339,11.311311311311313,nan,nan,nan,nan,250.0,274.0,335.0,276.0,nan,nan,nan,nan,36.873134324266566,40.53336989700121,14.958717288389668,nan,0.20983068603301686
340,11.344678011344678,29.59845969036303,155.15798400340216,171.73526137634053,0.1014231869715204,250.0,274.0,335.0,276.0,207.0,429.0,307.0,429.0,38.03775473377304,41.03249292964684,14.958717288389668,0.18169054965455242,0.18169054965455242
341,11.378044711378045,nan,nan,nan,nan,248.0,276.0,nan,nan,205.0,429.0,nan,nan,nan,41.53161596229248,14.958717288389561,nan,0.17024368293890535
342,11.411411411411413,nan,nan,nan,nan,nan,nan,368.0,278.0,nan,nan,296.0,362.0,nan,42.030738994938105,14.958717288389561,nan,0.15879681622325828
343,11.444778111444778,nan,nan,nan,nan,245.0,278.0,368.0,278.0,202.0,429.0,nan,nan,nan,42.52986202758374,14.958717288389668,nan,0.1473499495076112
344,11.478144811478145,nan,nan,nan,nan,245.0,278.0,368.0,278.0,nan,nan,339.0,360.0,nan,43.028985060229374,14.958717288389668,nan,0.14073048724826442
345,11.511511511511513,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.52810809287501,14.958717288389668,nan,0.14073048724826442
346,11.544878211544878,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,44.02723112552064,22.438075932584397,nan,0.14073048724826442
347,11.578244911578246,45.025477190811905,97.94003267305969,85.24230170519799,0.13863488541031305,257.0,280.0,328.0,276.0,277.0,358.0,350.0,362.0,45.025477190811905,45.025477190811905,44.765597716312186,0.10156248264502293,0.14073048724826442
348,11.611611611611613,nan,nan,nan,nan,257.0,280.0,nan,nan,nan,nan,nan,nan,47.01459166714975,47.01459166714975,59.61376085584514,nan,0.14073048724826442
349,11.644978311644978,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,49.00370614348759,49.00370614348759,57.32978452132061,nan,0.14073048724826442
350,11.678345011678346,23.263576749743464,98.5507483482495,114.82704385291821,0.15255847702579833,283.0,258.0,326.0,242.0,256.0,347.0,350.0,362.0,50.99282061982544,50.84040311335066,28.66489226066036,0.13863488541031305,0.14073048724826442
351,11.711711711711713,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,353.0,362.0,50.99282061982544,50.91661186658805,2.2839763345245268,nan,0.14073048724826442
352,11.745078411745078,50.99282061982544,86.86339850593,96.15742301039478,0.10156248264502293,279.0,280.0,358.0,274.0,275.0,357.0,353.0,362.0,50.99282061982544,50.99282061982544,1.1419881672622634,0.13863488541031305,0.14073048724826442
353,11.778445111778446,nan,nan,nan,nan,nan,nan,358.0,271.0,272.0,353.0,nan,nan,50.99282061982544,50.99282061982544,0.0,nan,0.14073048724826442
354,11.811811811811813,62.02661512058041,98.1045360826909,97.93109822727406,0.0017694523347995168,257.0,272.0,358.0,271.0,275.0,353.0,342.0,358.0,50.99282061982544,50.99282061982544,0.0,0.14073048724826442,0.14073048724826442
355,11.845178511845178,nan,nan,nan,nan,nan,nan,358.0,269.0,nan,nan,nan,nan,50.91661186658805,50.99282061982544,0.0,nan,0.14177828816724009
356,11.878545211878546,55.11810533010578,170.01838135919303,196.1689323007086,0.14282608908621577,194.0,269.0,365.0,269.0,202.0,429.0,301.0,429.0,50.84040311335066,50.99282061982544,0.0,0.14282608908621577,0.14282608908621577
357,11.911911911911913,nan,nan,nan,nan,189.0,265.0,365.0,269.0,nan,nan,nan,nan,nan,50.99282061982544,0.0,nan,0.21608959703577596
358,11.945278611945279,nan,nan,nan,nan,189.0,265.0,nan,nan,280.0,342.0,355.0,357.0,nan,50.99282061982544,0.0,nan,0.2893531049853362
359,11.978645311978646,nan,nan,nan,nan,194.0,267.0,370.0,271.0,nan,nan,nan,nan,nan,50.99282061982544,0.0,nan,0.36261661293489633
360,12.012012012012013,nan,nan,nan,nan,191.0,267.0,nan,nan,277.0,342.0,355.0,357.0,nan,50.99282061982544,-1.1419881672622634,nan,0.4358801208844566
361,12.045378712045379,50.38315059392633,148.38547772609016,81.99542670173746,0.5763502942159079,191.0,267.0,306.0,267.0,280.0,342.0,350.0,355.0,55.11810533010578,50.91661186658805,-2.2839763345245268,0.5091436288340168,0.4358801208844566
362,12.078745412078746,nan,nan,nan,nan,191.0,267.0,nan,nan,280.0,342.0,350.0,355.0,nan,50.84040311335066,-4.926634185801236,nan,0.4358801208844566
363,12.112112112112113,nan,nan,nan,nan,nan,nan,335.0,269.0,276.0,338.0,350.0,355.0,nan,50.58784081648453,-37.72765288684627,nan,0.4358801208844566
364,12.145478812145479,nan,nan,nan,nan,258.0,267.0,nan,nan,277.0,340.0,347.0,355.0,nan,48.3227085596739,-67.88601373661449,nan,0.4358801208844566
365,12.178845512178846,nan,nan,nan,nan,nan,nan,365.0,271.0,280.0,335.0,nan,nan,nan,46.057576302863275,-67.88601373661439,nan,0.4358801208844566
366,12.212212212212213,nan,147.92650202042904,87.89340134503841,0.5091436288340168,191.0,269.0,362.0,271.0,281.0,336.0,353.0,357.0,nan,43.79244404605265,-67.88601373661449,0.5091436288340168,0.4358801208844566
367,12.245578912245579,nan,147.92650202042904,87.89340134503841,0.5091436288340168,191.0,269.0,362.0,271.0,281.0,336.0,353.0,357.0,nan,41.52731178924202,-67.88601373661449,0.5091436288340168,0.4358801208844566
368,12.278945612278946,nan,147.92650202042904,87.89340134503841,0.5091436288340168,191.0,269.0,362.0,271.0,281.0,336.0,353.0,357.0,nan,39.2621795324314,-67.88601373661439,0.5091436288340168,0.4358801208844566
369,12.312312312312313,nan,147.92650202042904,87.89340134503841,0.5091436288340168,191.0,269.0,362.0,271.0,281.0,336.0,353.0,357.0,nan,36.99704727562077,-67.88601373661439,0.5091436288340168,0.4358801208844566
370,12.345679012345679,nan,147.92650202042904,87.89340134503841,0.5091436288340168,191.0,269.0,362.0,271.0,281.0,336.0,353.0,357.0,nan,34.73191501881015,-67.88601373661439,0.5091436288340168,0.4358801208844566
371,12.379045712379046,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.466782761999525,-67.88601373661449,nan,0.4097633594064976
372,12.412412412412413,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.201650505188894,-67.88601373661449,nan,0.31038308997897845
373,12.445779112445779,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.93651824837827,-67.88601373661439,nan,0.21100282055145925
374,12.479145812479146,25.671385991567647,165.13025161974412,163.9176622576103,0.00737029053213079,196.0,271.0,269.0,267.0,197.0,429.0,291.0,429.0,25.671385991567647,25.671385991567647,-33.943006868307194,0.1116225511239401,0.1116225511239401
375,12.512512512512513,25.671385991567647,165.13025161974412,163.9176622576103,0.00737029053213079,196.0,271.0,269.0,267.0,197.0,429.0,291.0,429.0,25.671385991567647,25.671385991567647,0.0,0.09672860782855174,0.09672860782855174
376,12.545879212545879,25.671385991567647,165.13025161974412,163.9176622576103,0.00737029053213079,196.0,271.0,269.0,267.0,197.0,429.0,291.0,429.0,25.671385991567647,25.671385991567647,-3.2787098454347654,0.09326019004039708,0.09326019004039708
377,12.579245912579246,nan,nan,nan,nan,nan,nan,nan,nan,202.0,429.0,288.0,429.0,nan,25.45258653574951,-6.557419690869531,nan,0.09326019004039708
378,12.612612612612613,nan,nan,nan,nan,286.0,234.0,347.0,223.0,202.0,429.0,nan,nan,nan,25.233787079931375,-6.557419690869531,nan,0.09326019004039708
379,12.645979312645979,nan,nan,nan,nan,nan,nan,342.0,227.0,nan,nan,355.0,351.0,nan,25.01498762411324,-6.557419690869531,nan,0.09326019004039708
380,12.679346012679346,25.72862540181812,111.4955156048888,124.67658160215976,0.1116225511239401,294.0,236.0,347.0,225.0,275.0,340.0,355.0,351.0,24.796188168295103,24.796188168295103,-8.48187712567519,0.0788436501488198,0.09326019004039708
381,12.712712712712714,21.93322217038428,111.8000447227102,122.73650638664928,0.09326019004039708,297.0,234.0,342.0,225.0,275.0,340.0,353.0,349.0,24.44896312456868,24.44896312456868,-5.203167280240425,0.0788436501488198,0.09326019004039708
382,12.746079412746079,23.597569118338708,112.94356998076518,124.42367138129303,0.09672860782855174,298.0,234.0,347.0,225.0,277.0,340.0,355.0,351.0,24.44896312456868,24.44896312456868,-6.099264477456305,0.08539632389597317,0.09326019004039708
383,12.779446112779446,25.37103903022697,112.29536945039186,122.74465365139127,0.08891493510851464,295.0,234.0,347.0,226.0,277.0,340.0,353.0,349.0,24.041938468081774,24.041938468081774,-9.428701830406258,0.08891493510851464,0.09326019004039708
384,12.812812812812814,nan,nan,nan,nan,297.0,234.0,nan,nan,280.0,337.0,353.0,349.0,23.81975379321024,23.81975379321024,-6.6588747058998505,nan,0.09326019004039708
385,12.84617951284618,21.49928501943994,113.20887774375294,121.16208152718407,0.06786850903517522,300.0,229.0,344.0,223.0,280.0,335.0,353.0,347.0,23.597569118338708,23.597569118338708,-3.329437352949899,0.09326019004039708,0.09326019004039708
386,12.879546212879546,23.98213885532129,114.42464769445436,124.1933975700802,0.08187771268343169,297.0,229.0,347.0,222.0,277.0,337.0,353.0,347.0,23.597569118338708,23.597569118338708,0.0,0.09326019004039708,0.09326019004039708
387,12.912912912912914,24.221337306363232,116.23360099386063,125.39238413875063,0.0758095876142079,296.0,229.0,347.0,222.0,277.0,340.0,355.0,347.0,23.597569118338708,23.597569118338708,0.0,0.09326019004039708,0.09326019004039708
388,12.946279612946281,nan,nan,nan,nan,nan,nan,347.0,222.0,nan,nan,nan,nan,23.072998093614018,23.597569118338708,0.0,nan,0.09326019004039708
389,12.979646312979646,15.727749162367378,203.48525745124633,235.45965684167638,0.14568752638100943,280.0,229.0,347.0,218.0,197.0,429.0,288.0,429.0,22.548427068889325,23.597569118338708,0.0,0.09282177146853318,0.09326019004039708
390,13.013013013013014,nan,nan,nan,nan,nan,nan,347.0,218.0,197.0,429.0,nan,nan,21.564699574392908,23.597569118338708,0.0,nan,0.10330219550037686
391,13.046379713046381,14.233799302891555,178.08424972467387,232.64780248263682,0.26568928558038535,282.0,254.0,347.0,218.0,197.0,429.0,301.0,429.0,20.58097207989649,23.597569118338708,0.0,0.11378261953222056,0.11378261953222056
392,13.079746413079747,nan,nan,nan,nan,nan,nan,344.0,218.0,197.0,429.0,301.0,429.0,nan,23.597569118338708,0.0,nan,0.15175928604426175
393,13.113113113113114,nan,nan,nan,nan,294.0,222.0,347.0,218.0,nan,nan,nan,nan,nan,23.597569118338708,0.0,nan,0.18973595255630293
394,13.146479813146481,nan,nan,nan,nan,nan,nan,347.0,218.0,197.0,429.0,301.0,429.0,nan,23.597569118338708,0.0,nan,0.18973595255630293
395,13.179846513179847,14.824226980717652,179.52437160452615,229.57787349829687,0.24469922858130666,279.0,252.0,344.0,220.0,197.0,429.0,301.0,429.0,15.727749162367378,23.597569118338708,0.0,0.26568928558038535,0.18973595255630293
396,13.213213213213214,nan,nan,nan,nan,nan,nan,344.0,220.0,nan,nan,nan,nan,nan,23.597569118338708,73.59568734316204,nan,0.18973595255630293
397,13.246579913246581,nan,nan,nan,nan,282.0,251.0,nan,nan,275.0,335.0,355.0,344.0,nan,28.50885956499617,nan,nan,0.18973595255630293
398,13.279946613279947,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34.899414766310564,nan,nan,0.18973595255630293
399,13.313313313313314,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.289969967624955,nan,nan,0.18973595255630293
400,13.346680013346681,35.061040137281786,123.70630541730684,84.52366532516204,0.3763400624072933,212.0,252.0,285.0,251.0,269.0,322.0,342.0,344.0,47.680525168939354,47.680525168939354,nan,0.3105196454943,0.18973595255630293
401,13.380046713380047,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,339.0,344.0,48.177534086021026,48.177534086021026,14.89535724493771,nan,0.18973595255630293
402,13.413413413413414,51.6901421228757,146.16771189288008,82.21921916437786,0.5600013313587542,183.0,251.0,298.0,251.0,269.0,322.0,339.0,344.0,48.6745430031027,48.6745430031027,7.447678622468855,0.24469922858130666,0.18973595255630293
403,13.446780113446781,51.6901421228757,146.16771189288008,82.21921916437786,0.5600013313587542,183.0,251.0,298.0,251.0,269.0,322.0,339.0,344.0,48.6745430031027,48.6745430031027,0.0,0.2425773127569485,0.18973595255630293
404,13.480146813480147,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,48.6745430031027,48.6745430031027,0.0,nan,0.17763304626433302
405,13.513513513513514,44.007373210158256,169.49631264425784,157.49285698088025,0.073418062605183,186.0,247.0,309.0,249.0,221.0,389.0,301.0,409.0,48.6745430031027,48.6745430031027,0.0,0.11268877977171751,0.11268877977171751
406,13.546880213546881,nan,nan,nan,nan,189.0,247.0,309.0,249.0,nan,nan,304.0,404.0,48.6745430031027,48.6745430031027,0.0,nan,0.11268877977171751
407,13.580246913580247,49.365641459393764,166.14526776288272,153.5716445181206,0.07865472711503614,183.0,249.0,317.0,249.0,226.0,387.0,304.0,400.0,48.6745430031027,48.6745430031027,0.0,0.11268877977171751,0.11268877977171751
408,13.613613613613614,nan,nan,nan,nan,183.0,249.0,314.0,249.0,nan,nan,307.0,400.0,48.84731761717546,48.6745430031027,0.0,nan,0.11075167143916062
409,13.646980313646981,48.6745430031027,168.92749924153853,151.49422431234797,0.10881456310660373,186.0,249.0,319.0,249.0,232.0,387.0,315.0,400.0,49.02009223124823,48.6745430031027,0.0,0.10881456310660373,0.10881456310660373
410,13.680347013680347,nan,nan,nan,nan,186.0,249.0,319.0,249.0,nan,nan,312.0,400.0,48.90490915519972,48.6745430031027,0.0,nan,0.10422724975595234
411,13.713713713713714,nan,nan,nan,nan,nan,nan,nan,nan,232.0,387.0,312.0,398.0,48.78972607915121,48.6745430031027,0.0,nan,0.10301189035425613
412,13.747080413747081,43.635003111034194,168.8734733461712,150.85837729473295,0.11268877977171751,191.0,247.0,311.0,247.0,232.0,387.0,318.0,400.0,48.6745430031027,48.6745430031027,0.0,0.09505262305464955,0.1010220735293545
413,13.780447113780447,nan,nan,nan,nan,nan,nan,304.0,245.0,232.0,387.0,315.0,398.0,nan,48.6745430031027,0.0,nan,0.09963993640530094
414,13.813813813813814,nan,nan,nan,nan,204.0,247.0,310.0,242.0,nan,nan,318.0,398.0,nan,48.6745430031027,0.0,nan,0.09903225670445284
415,13.847180513847182,nan,nan,nan,nan,nan,nan,nan,nan,234.0,389.0,320.0,398.0,nan,48.6745430031027,0.0,nan,0.09704243987955119
416,13.880547213880547,51.55645223303225,169.0155318306575,153.67904866962184,0.09505262305464955,189.0,247.0,330.0,249.0,232.0,387.0,318.0,398.0,48.6745430031027,48.6745430031027,-73.62715760183924,0.10301189035425613,0.09550225475791928
417,13.913913913913914,nan,nan,nan,nan,189.0,247.0,nan,nan,234.0,389.0,nan,nan,nan,43.76115243908273,nan,nan,0.09505262305464955
418,13.947280613947282,nan,nan,nan,nan,nan,nan,342.0,222.0,234.0,387.0,315.0,398.0,nan,38.84776187506276,nan,nan,0.08799261916158241
419,13.980647313980647,nan,nan,nan,nan,186.0,247.0,nan,nan,232.0,386.0,320.0,399.0,nan,33.93437131104278,nan,nan,0.08048298356524555
420,14.014014014014014,53.55974176661616,170.66048165876012,153.9415473483361,0.10301189035425613,186.0,247.0,333.0,249.0,232.0,386.0,320.0,398.0,29.020980747022815,31.902648619101175,-30.44536453874497,0.0729733479689087,0.0729733479689087
421,14.047380714047382,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.020980747022815,31.902648619101175,0.0,nan,0.0729733479689087
422,14.080747414080747,14.144883651758482,178.62320677896253,190.6600377635544,0.06519023628869813,300.0,223.0,347.0,222.0,248.0,386.0,312.0,415.0,29.020980747022815,31.902648619101175,0.0,0.0729733479689087,0.0729733479689087
423,14.114114114114114,nan,nan,nan,nan,nan,nan,nan,nan,245.0,386.0,nan,nan,29.020980747022815,31.902648619101175,0.0,nan,0.0729733479689087
424,14.147480814147482,29.020980747022815,156.6540775083751,168.5185449735429,0.0729733479689087,214.0,245.0,293.0,222.0,245.0,386.0,304.0,393.0,29.020980747022815,31.902648619101175,0.0,0.0729733479689087,0.0729733479689087
425,14.180847514180847,29.020980747022815,156.6540775083751,168.5185449735429,0.0729733479689087,214.0,245.0,293.0,222.0,245.0,386.0,304.0,393.0,29.020980747022815,31.902648619101175,0.0,0.0729733479689087,0.0729733479689087
426,14.214214214214214,29.020980747022815,156.6540775083751,168.5185449735429,0.0729733479689087,214.0,245.0,293.0,222.0,245.0,386.0,304.0,393.0,29.020980747022815,31.902648619101175,0.0,0.0729733479689087,0.0729733479689087
427,14.247580914247582,29.020980747022815,156.6540775083751,168.5185449735429,0.0729733479689087,214.0,245.0,293.0,222.0,245.0,386.0,304.0,393.0,29.020980747022815,31.902648619101175,0.0,0.0729733479689087,0.0729733479689087
428,14.280947614280947,29.020980747022815,156.6540775083751,168.5185449735429,0.0729733479689087,214.0,245.0,293.0,222.0,245.0,386.0,304.0,393.0,29.020980747022815,31.902648619101175,0.0,0.0729733479689087,0.0729733479689087
429,14.314314314314315,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.461814683061995,31.902648619101175,0.0,nan,0.0729733479689087
430,14.347681014347682,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.902648619101175,31.902648619101175,21.59089653154711,nan,0.0729733479689087
431,14.38104771438105,51.63292215829739,136.4734406395618,134.6142637315972,0.013716423710749511,258.0,203.0,376.0,207.0,288.0,317.0,342.0,337.0,33.343482555140355,33.343482555140355,21.59089653154711,0.0729733479689087,0.0729733479689087
432,14.414414414414415,51.63292215829739,136.4734406395618,134.6142637315972,0.013716423710749511,258.0,203.0,376.0,207.0,288.0,317.0,342.0,337.0,33.343482555140355,33.343482555140355,0.0,0.013716423710749511,0.032339910761547144
433,14.447781114447782,nan,nan,nan,nan,nan,nan,nan,nan,291.0,317.0,342.0,340.0,nan,33.343482555140355,0.0,nan,0.032339910761547144
434,14.48114781448115,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33.343482555140355,0.0,nan,0.032339910761547144
435,14.514514514514515,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33.343482555140355,0.0,nan,0.032339910761547144
436,14.547881214547882,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33.343482555140355,0.0,nan,0.032339910761547144
437,14.58124791458125,37.66598436325789,114.95760087962866,114.35580440012654,0.005248681199146992,280.0,218.0,354.0,220.0,288.0,317.0,342.0,338.0,37.66598436325789,33.343482555140355,0.0,0.005248681199146992,0.032339910761547144
438,14.614614614614615,37.66598436325789,114.95760087962866,114.35580440012654,0.005248681199146992,280.0,218.0,354.0,220.0,288.0,317.0,342.0,338.0,37.66598436325789,33.343482555140355,0.0,0.005248681199146992,0.032339910761547144
439,14.647981314647982,37.66598436325789,114.95760087962866,114.35580440012654,0.005248681199146992,280.0,218.0,354.0,220.0,288.0,317.0,342.0,338.0,37.66598436325789,33.343482555140355,0.0,0.005248681199146992,0.032339910761547144
440,14.68134801468135,37.66598436325789,114.95760087962866,114.35580440012654,0.005248681199146992,280.0,218.0,354.0,220.0,288.0,317.0,342.0,338.0,37.66598436325789,33.343482555140355,0.0,0.005248681199146992,0.032339910761547144
441,14.714714714714715,37.66598436325789,114.95760087962866,114.35580440012654,0.005248681199146992,280.0,218.0,354.0,220.0,288.0,317.0,342.0,338.0,37.66598436325789,33.343482555140355,0.0,0.005248681199146992,0.032339910761547144
442,14.748081414748082,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33.343482555140355,-22.205870680933256,nan,0.032339910761547144
443,14.78144811478145,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.86160930315949,-65.69515081872058,nan,0.05943114032394729
444,14.814814814814815,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.959421773110286,-43.48928013778732,nan,0.08652236988634744
445,14.848181514848182,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.959421773110286,0.0,nan,0.11361359944874759
446,14.88154821488155,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.959421773110286,0.0,nan,0.1377910161445303
447,14.914914914914915,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.959421773110286,0.0,nan,0.1377910161445303
448,14.948281614948282,18.343853720847314,132.0842534142507,111.05516647144337,0.17297965877103455,256.0,200.0,298.0,213.0,285.0,315.0,318.0,333.0,17.35067165291348,28.959421773110286,0.0,0.19488728813594802,0.1377910161445303
449,14.98164831498165,16.12080791387089,134.24324936472598,113.1337703782562,0.17066645081585946,258.0,198.0,296.0,212.0,288.0,315.0,315.0,335.0,17.35067165291348,28.959421773110286,0.0,0.19488728813594802,0.1377910161445303
450,15.015015015015015,nan,nan,nan,nan,nan,nan,295.0,211.0,285.0,315.0,318.0,333.0,19.053985884646814,28.959421773110286,0.0,nan,0.1377910161445303
451,15.048381715048382,nan,nan,nan,nan,250.0,200.0,296.0,212.0,285.0,315.0,nan,nan,20.757300116380144,28.959421773110286,0.0,nan,0.1377910161445303
452,15.08174841508175,17.35067165291348,142.3938200906205,114.54256850621083,0.2167949175008615,250.0,200.0,296.0,212.0,285.0,315.0,355.0,333.0,22.460614348113477,28.959421773110286,0.0,0.171823054793447,0.1377910161445303
453,15.115115115115115,17.35067165291348,142.3938200906205,114.54256850621083,0.2167949175008615,250.0,200.0,296.0,212.0,285.0,315.0,355.0,333.0,24.767290178730015,28.959421773110286,0.0,0.17066645081585946,0.1377910161445303
454,15.148481815148482,17.35067165291348,142.3938200906205,114.54256850621083,0.2167949175008615,250.0,200.0,296.0,212.0,285.0,315.0,355.0,333.0,27.073966009346556,28.959421773110286,40.806755434941564,0.1542287334801949,0.1377910161445303
455,15.18184851518185,nan,nan,nan,nan,nan,nan,nan,nan,283.0,315.0,nan,nan,31.68259530897559,31.68259530897559,56.201953981470304,nan,0.1377910161445303
456,15.215215215215215,37.38635008189137,115.52056094046635,108.52188719332152,0.062476319156855024,277.0,216.0,349.0,220.0,283.0,315.0,353.0,333.0,36.29122460860462,32.709969252687884,15.395198546528736,0.1377910161445303,0.1377910161445303
457,15.248581915248582,35.8040782978458,115.8792474949678,107.44766167767449,0.0755089106684882,277.0,216.0,346.0,220.0,283.0,315.0,355.0,333.0,36.29122460860462,32.709969252687884,0.0,0.1377910161445303,0.1377910161445303
458,15.28194861528195,36.77837091936344,116.24543001770004,107.70329614269008,0.0762865145202225,275.0,216.0,346.0,220.0,283.0,315.0,353.0,333.0,36.29122460860462,32.709969252687884,0.0,0.1377910161445303,0.1377910161445303
459,15.315315315315315,nan,nan,nan,nan,nan,nan,346.0,220.0,283.0,315.0,355.0,335.0,36.68679255461601,32.709969252687884,0.0,nan,0.1314317008756612
